5527 RIDGE RD,"5527 Ridge Rd, Farnham, VA 22460, United States",5527,Ridge Rd,Farnham,VA,22460,Northumberland,RICH-4,"VATI,RDOF","-76,54034","37,8909",NULL,NULL,no,Unserved,RICH-4 Normalized,1010
5795 RIDGE RD,"5795 Ridge Rd, Farnham, VA 22460, United States",5795,Ridge Rd,Farnham,VA,22460,Northumberland,RICH-4,"VATI,RDOF","-76,54051","37,88716",NULL,NULL,no,Unserved,RICH-4 Normalized,1011
5807 RIDGE RD,"5807 Ridge Rd, Farnham, VA 22460, United States",5807,Ridge Rd,Farnham,VA,22460,Northumberland,RICH-4,"VATI,RDOF","-76,54072","37,88655",NULL,NULL,no,Unserved,RICH-4 Normalized,1012
599 LUTTRELLVILLE LN,"599 Luttrellville Ln, Farnham, VA 22460-3043, United States",599,Luttrellville Ln,Farnham,VA,22460-3043,Richmond,RICH-4,VATI,"-76,60263","37,90757",NULL,NULL,no,Unserved,RICH-4 Normalized,1013
1071 LUTTRELLVILLE LN,"1071 Luttrellville Ln, Farnham, VA 22460-3007, United States",1071,Luttrellville Ln,Farnham,VA,22460-3007,Richmond,RICH-4,"VATI,RDOF","-76,59712","37,91107",NULL,NULL,no,Unserved,RICH-4 Normalized,1014
462 LUTTRELLVILLE LN,"462 Luttrellville Ln, Farnham, VA 22460-3042, United States",462,Luttrellville Ln,Farnham,VA,22460-3042,Richmond,RICH-4,"VATI,RDOF","-76,60125","37,90618",NULL,NULL,no,Unserved,RICH-4 Normalized,1015
4960 RIDGE RD,"4960 Ridge Rd, Farnham, VA 22460-2403, United States",4960,Ridge Rd,Farnham,VA,22460-2403,Richmond,RICH-4,VATI,"-76,54586","37,89779",NULL,NULL,no,Unserved,RICH-4 Normalized,1016
4728 RIDGE RD,"4728 Ridge Rd, Farnham, VA 22460-2404, United States",4728,Ridge Rd,Farnham,VA,22460-2404,Richmond,RICH-4,VATI,"-76,55055","37,90132",NULL,NULL,no,Unserved,RICH-4 Normalized,1017
5042 RIDGE RD,"5042 Ridge Rd, Farnham, VA 22460-2433, United States",5042,Ridge Rd,Farnham,VA,22460-2433,Richmond,RICH-4,VATI,"-76,54646","37,89544",NULL,NULL,no,Unserved,RICH-4 Normalized,1018
1578 OAKLAND RD,"1578 Oakland Rd, Farnham, VA 22460-2511, United States",1578,Oakland Rd,Farnham,VA,22460-2511,Richmond,RICH-4,"VATI,RDOF","-76,59643","37,89774",NULL,NULL,no,Unserved,RICH-4 Normalized,1019
1562 OAKLAND RD,"1562 Oakland Rd, Farnham, VA 22460-2511, United States",1562,Oakland Rd,Farnham,VA,22460-2511,Richmond,RICH-4,"VATI,RDOF","-76,59486","37,89822",NULL,NULL,no,Unserved,RICH-4 Normalized,1020
1656 OAKLAND RD,"1656 Oakland Rd, Farnham, VA 22460-2512, United States",1656,Oakland Rd,Farnham,VA,22460-2512,Richmond,RICH-4,"VATI,RDOF","-76,59483","37,89698",NULL,NULL,no,Unserved,RICH-4 Normalized,1021
1278 OAKLAND RD,"1278 Oakland Rd, Farnham, VA 22460, United States",1278,Oakland Rd,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,60128","37,89789",NULL,NULL,no,Unserved,RICH-4 Normalized,1022
1436 OAKLAND RD,"1436 Oakland Rd, Farnham, VA 22460-2510, United States",1436,Oakland Rd,Farnham,VA,22460-2510,Richmond,RICH-4,"VATI,RDOF","-76,59716","37,89866",NULL,NULL,no,Unserved,RICH-4 Normalized,1023
1520 OAKLAND RD,"1520 Oakland Rd, Farnham, VA 22460-2511, United States",1520,Oakland Rd,Farnham,VA,22460-2511,Richmond,RICH-4,"VATI,RDOF","-76,5955","37,89839",NULL,NULL,no,Unserved,RICH-4 Normalized,1024
1392 OAKLAND RD,"1392 Oakland Rd, Farnham, VA 22460-2509, United States",1392,Oakland Rd,Farnham,VA,22460-2509,Richmond,RICH-4,"VATI,RDOF","-76,59789","37,89885",NULL,NULL,no,Unserved,RICH-4 Normalized,1025
2444 OAKLAND RD,"2444 Oakland Rd, Farnham, VA 22460-2516, United States",2444,Oakland Rd,Farnham,VA,22460-2516,Richmond,RICH-4,"VATI,RDOF","-76,58195","37,90182",NULL,NULL,no,Unserved,RICH-4 Normalized,1026
2418 OAKLAND RD,"2418 Oakland Rd, Farnham, VA 22460-2516, United States",2418,Oakland Rd,Farnham,VA,22460-2516,Richmond,RICH-4,"VATI,RDOF","-76,58243","37,90154",NULL,NULL,no,Unserved,RICH-4 Normalized,1027
2624 OAKLAND RD,"2624 Oakland Rd, Farnham, VA 22460-2517, United States",2624,Oakland Rd,Farnham,VA,22460-2517,Richmond,RICH-4,"VATI,RDOF","-76,5798","37,90215",NULL,NULL,no,Unserved,RICH-4 Normalized,1028
2426 OAKLAND RD,"2426 Oakland Rd, Farnham, VA 22460-2516, United States",2426,Oakland Rd,Farnham,VA,22460-2516,Richmond,RICH-4,"VATI,RDOF","-76,58175","37,89968",NULL,NULL,no,Unserved,RICH-4 Normalized,1029
2460 OAKLAND RD,"2460 Oakland Rd, Farnham, VA 22460-2516, United States",2460,Oakland Rd,Farnham,VA,22460-2516,Richmond,RICH-4,"VATI,RDOF","-76,58173","37,90181",NULL,NULL,no,Unserved,RICH-4 Normalized,1030
3144 OAKLAND RD,"3144 Oakland Rd, Farnham, VA 22460-2419, United States",3144,Oakland Rd,Farnham,VA,22460-2419,Richmond,RICH-4,VATI,"-76,56897","37,90367",NULL,NULL,no,Unserved,RICH-4 Normalized,1031
3175 OAKLAND RD,"3175 Oakland Rd, Farnham, VA 22460-2419, United States",3175,Oakland Rd,Farnham,VA,22460-2419,Richmond,RICH-4,VATI,"-76,57182","37,90599",NULL,NULL,no,Unserved,RICH-4 Normalized,1032
3166 OAKLAND RD,"3166 Oakland Rd, Farnham, VA 22460-2419, United States",3166,Oakland Rd,Farnham,VA,22460-2419,Richmond,RICH-4,VATI,"-76,56953","37,9046",NULL,NULL,no,Unserved,RICH-4 Normalized,1033
3153 OAKLAND RD,"3153 Oakland Rd, Farnham, VA 22460-2419, United States",3153,Oakland Rd,Farnham,VA,22460-2419,Richmond,RICH-4,VATI,"-76,57058","37,90474",NULL,NULL,no,Unserved,RICH-4 Normalized,1034
2687 QUINTON OAK LN,"2687 Quinton Oak Ln, Farnham, VA 22460, United States",2687,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,56711","37,90073",NULL,NULL,no,Unserved,RICH-4 Normalized,1035
2215 QUINTON OAK LN,"2215 Quinton Oak Ln, Farnham, VA 22460, United States",2215,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,56492","37,89498",NULL,NULL,no,Unserved,RICH-4 Normalized,1036
2586 QUINTON OAK LN,"2586 Quinton Oak Ln, Farnham, VA 22460, United States",2586,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,VATI,"-76,5654","37,89941",NULL,NULL,no,Unserved,RICH-4 Normalized,1037
2667 QUINTON OAK LN,"2667 Quinton Oak Ln, Farnham, VA 22460, United States",2667,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,56815","37,90165",NULL,NULL,no,Unserved,RICH-4 Normalized,1038
1421 LUTTRELLVILLE LN,"1421 Luttrellville Ln, Farnham, VA 22460-3006, United States",1421,Luttrellville Ln,Farnham,VA,22460-3006,Richmond,RICH-4,"VATI,RDOF","-76,59732","37,91428",NULL,NULL,no,Unserved,RICH-4 Normalized,1039
1724 LUTTRELLVILLE LN,"1724 Luttrellville Ln, Farnham, VA 22460-3008, United States",1724,Luttrellville Ln,Farnham,VA,22460-3008,Richmond,RICH-4,"VATI,RDOF","-76,59284","37,91886",NULL,NULL,no,Unserved,RICH-4 Normalized,1040
1417 LUTTRELLVILLE LN,"1417 Luttrellville Ln, Farnham, VA 22460-3006, United States",1417,Luttrellville Ln,Farnham,VA,22460-3006,Richmond,RICH-4,"VATI,RDOF","-76,59594","37,9131",NULL,NULL,no,Unserved,RICH-4 Normalized,1041
1415 LUTTRELLVILLE LN,"1415 Luttrellville Ln, Farnham, VA 22460-3006, United States",1415,Luttrellville Ln,Farnham,VA,22460-3006,Richmond,RICH-4,"VATI,RDOF","-76,59311","37,91415",NULL,NULL,no,Unserved,RICH-4 Normalized,1042
1439 LUTTRELLVILLE LN,"1439 Luttrellville Ln, Farnham, VA 22460-3006, United States",1439,Luttrellville Ln,Farnham,VA,22460-3006,Richmond,RICH-4,"VATI,RDOF","-76,60248","37,91565",NULL,NULL,no,Unserved,RICH-4 Normalized,1043
1525 LUTTRELLVILLE LN,"1525 Luttrellville Ln, Farnham, VA 22460-3031, United States",1525,Luttrellville Ln,Farnham,VA,22460-3031,Richmond,RICH-4,"VATI,RDOF","-76,59489","37,91789",NULL,NULL,no,Unserved,RICH-4 Normalized,1044
1760 LUTTRELLVILLE LN,"1760 Luttrellville Ln, Farnham, VA 22460-3008, United States",1760,Luttrellville Ln,Farnham,VA,22460-3008,Richmond,RICH-4,"VATI,RDOF","-76,5926","37,91944",NULL,NULL,no,Unserved,RICH-4 Normalized,1045
3416 OAKLAND RD,"3416 Oakland Rd, Farnham, VA 22460-2447, United States",3416,Oakland Rd,Farnham,VA,22460-2447,Richmond,RICH-4,VATI,"-76,56581","37,90701",NULL,NULL,no,Unserved,RICH-4 Normalized,1046
3286 OAKLAND RD,"3286 Oakland Rd, Farnham, VA 22460-2418, United States",3286,Oakland Rd,Farnham,VA,22460-2418,Richmond,RICH-4,VATI,"-76,56838","37,9057",NULL,NULL,no,Unserved,RICH-4 Normalized,1047
3302 OAKLAND RD,"3302 Oakland Rd, Farnham, VA 22460-2417, United States",3302,Oakland Rd,Farnham,VA,22460-2417,Richmond,RICH-4,VATI,"-76,568","37,90604",NULL,NULL,no,Unserved,RICH-4 Normalized,1048
3374 OAKLAND RD,"3374 Oakland Rd, Farnham, VA 22460-2417, United States",3374,Oakland Rd,Farnham,VA,22460-2417,Richmond,RICH-4,VATI,"-76,56501","37,90505",NULL,NULL,no,Unserved,RICH-4 Normalized,1049
2044 OAKLAND RD,"2044 Oakland Rd, Farnham, VA 22460-2515, United States",2044,Oakland Rd,Farnham,VA,22460-2515,Richmond,RICH-4,"VATI,RDOF","-76,5856","37,89807",NULL,NULL,no,Unserved,RICH-4 Normalized,1050
2298 OAKLAND RD,"2298 Oakland Rd, Farnham, VA 22460-2523, United States",2298,Oakland Rd,Farnham,VA,22460-2523,Richmond,RICH-4,"VATI,RDOF","-76,58318","37,90022",NULL,NULL,no,Unserved,RICH-4 Normalized,1051
2002 OAKLAND RD,"2002 Oakland Rd, Farnham, VA 22460-2515, United States",2002,Oakland Rd,Farnham,VA,22460-2515,Richmond,RICH-4,"VATI,RDOF","-76,58627","37,89758",NULL,NULL,no,Unserved,RICH-4 Normalized,1052
2410 OAKLAND RD,"2410 Oakland Rd, Farnham, VA 22460-2516, United States",2410,Oakland Rd,Farnham,VA,22460-2516,Richmond,RICH-4,"VATI,RDOF","-76,58237","37,89843",NULL,NULL,no,Unserved,RICH-4 Normalized,1053
2210 OAKLAND RD,"2210 Oakland Rd, Farnham, VA 22460-2523, United States",2210,Oakland Rd,Farnham,VA,22460-2523,Richmond,RICH-4,"VATI,RDOF","-76,58355","37,89906",NULL,NULL,no,Unserved,RICH-4 Normalized,1054
2208 OAKLAND RD,"2208 Oakland Rd, Farnham, VA 22460-2523, United States",2208,Oakland Rd,Farnham,VA,22460-2523,Richmond,RICH-4,"VATI,RDOF","-76,58385","37,89939",NULL,NULL,no,Unserved,RICH-4 Normalized,1055
1579 QUINTON OAK LN,"1579 Quinton Oak Ln, Farnham, VA 22460, United States",1579,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,56708","37,88667",NULL,NULL,no,Unserved,RICH-4 Normalized,1056
1767 QUINTON OAK LN,"1767 Quinton Oak Ln, Farnham, VA 22460, United States",1767,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,56621","37,88904",NULL,NULL,no,Unserved,RICH-4 Normalized,1057
1750 QUINTON OAK LN,"1750 Quinton Oak Ln, Farnham, VA 22460, United States",1750,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,VATI,"-76,56386","37,8882",NULL,NULL,no,Unserved,RICH-4 Normalized,1058
1652 QUINTON OAK LN,"1652 Quinton Oak Ln, Farnham, VA 22460, United States",1652,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,VATI,"-76,56471","37,88581",NULL,NULL,no,Unserved,RICH-4 Normalized,1059
3198 OAKLAND RD,"3198 Oakland Rd, Farnham, VA 22460-2419, United States",3198,Oakland Rd,Farnham,VA,22460-2419,Richmond,RICH-4,VATI,"-76,56703","37,90369",NULL,NULL,no,Unserved,RICH-4 Normalized,1060
3216 OAKLAND RD,"3216 Oakland Rd, Farnham, VA 22460-2418, United States",3216,Oakland Rd,Farnham,VA,22460-2418,Richmond,RICH-4,VATI,"-76,56898","37,90503",NULL,NULL,no,Unserved,RICH-4 Normalized,1061
3193 OAKLAND RD,"3193 Oakland Rd, Farnham, VA 22460-2419, United States",3193,Oakland Rd,Farnham,VA,22460-2419,Richmond,RICH-4,VATI,"-76,57041","37,90579",NULL,NULL,no,Unserved,RICH-4 Normalized,1062
3240 OAKLAND RD,"3240 Oakland Rd, Farnham, VA 22460-2418, United States",3240,Oakland Rd,Farnham,VA,22460-2418,Richmond,RICH-4,VATI,"-76,56874","37,90523",NULL,NULL,no,Unserved,RICH-4 Normalized,1063
3223 OAKLAND RD,"3223 Oakland Rd, Farnham, VA 22460-2418, United States",3223,Oakland Rd,Farnham,VA,22460-2418,Richmond,RICH-4,VATI,"-76,56925","37,90545",NULL,NULL,no,Unserved,RICH-4 Normalized,1064
3090 OAKLAND RD,"3090 Oakland Rd, Farnham, VA 22460-2420, United States",3090,Oakland Rd,Farnham,VA,22460-2420,Richmond,RICH-4,VATI,"-76,57073","37,90377",NULL,NULL,no,Unserved,RICH-4 Normalized,1065
3097 OAKLAND RD,"3097 Oakland Rd, Farnham, VA 22460-2420, United States",3097,Oakland Rd,Farnham,VA,22460-2420,Richmond,RICH-4,VATI,"-76,57121","37,90424",NULL,NULL,no,Unserved,RICH-4 Normalized,1066
2857 QUINTON OAK LN,"2857 Quinton Oak Ln, Farnham, VA 22460, United States",2857,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,56924","37,9022",NULL,NULL,no,Unserved,RICH-4 Normalized,1067
3127 OAKLAND RD,"3127 Oakland Rd, Farnham, VA 22460-2419, United States",3127,Oakland Rd,Farnham,VA,22460-2419,Richmond,RICH-4,VATI,"-76,57092","37,90444",NULL,NULL,no,Unserved,RICH-4 Normalized,1068
3128 OAKLAND RD,"3128 Oakland Rd, Farnham, VA 22460-2419, United States",3128,Oakland Rd,Farnham,VA,22460-2419,Richmond,RICH-4,VATI,"-76,56992","37,90367",NULL,NULL,no,Unserved,RICH-4 Normalized,1069
3075 OAKLAND RD,"3075 Oakland Rd, Farnham, VA 22460-2420, United States",3075,Oakland Rd,Farnham,VA,22460-2420,Richmond,RICH-4,VATI,"-76,57145","37,90378",NULL,NULL,no,Unserved,RICH-4 Normalized,1070
2985 QUINTON OAK LN,"2985 Quinton Oak Ln, Farnham, VA 22460, United States",2985,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,57208","37,90153",NULL,NULL,no,Unserved,RICH-4 Normalized,1071
1640 OAKLAND RD,"1640 Oakland Rd, Farnham, VA 22460-2512, United States",1640,Oakland Rd,Farnham,VA,22460-2512,Richmond,RICH-4,"VATI,RDOF","-76,59342","37,8981",NULL,NULL,no,Unserved,RICH-4 Normalized,1072
33 MAGNOLIA DR,"33 Magnolia Dr, Farnham, VA 22460, United States",33,Magnolia Dr,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,59188","37,89526",NULL,NULL,no,Unserved,RICH-4 Normalized,1073
1658 OAKLAND RD,"1658 Oakland Rd, Farnham, VA 22460-2512, United States",1658,Oakland Rd,Farnham,VA,22460-2512,Richmond,RICH-4,"VATI,RDOF","-76,59313","37,89587",NULL,NULL,no,Unserved,RICH-4 Normalized,1074
1784 OAKLAND RD,"1784 Oakland Rd, Farnham, VA 22460-2513, United States",1784,Oakland Rd,Farnham,VA,22460-2513,Richmond,RICH-4,"VATI,RDOF","-76,59104","37,89754",NULL,NULL,no,Unserved,RICH-4 Normalized,1075
1856 OAKLAND RD,"1856 Oakland Rd, Farnham, VA 22460-2514, United States",1856,Oakland Rd,Farnham,VA,22460-2514,Richmond,RICH-4,"VATI,RDOF","-76,58952","37,89727",NULL,NULL,no,Unserved,RICH-4 Normalized,1076
71 MAGNOLIA DR,"71 Magnolia Dr, Farnham, VA 22460, United States",71,Magnolia Dr,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,59188","37,89526",NULL,NULL,no,Unserved,RICH-4 Normalized,1077
1661 OAKLAND RD,"1661 Oakland Rd, Farnham, VA 22460, United States",1661,Oakland Rd,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,59285","37,89852",NULL,NULL,no,Unserved,RICH-4 Normalized,1078
1022 QUINTON OAK LN,"1022 Quinton Oak Ln, Farnham, VA 22460, United States",1022,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,VATI,"-76,56579","37,88166",NULL,NULL,no,Unserved,RICH-4 Normalized,1079
826 QUINTON OAK LN,"826 Quinton Oak Ln, Farnham, VA 22460-2429, United States",826,Quinton Oak Ln,Farnham,VA,22460-2429,Richmond,RICH-4,VATI,"-76,56421","37,87847",NULL,NULL,no,Unserved,RICH-4 Normalized,1080
930 QUINTON OAK LN,"930 Quinton Oak Ln, Farnham, VA 22460-2428, United States",930,Quinton Oak Ln,Farnham,VA,22460-2428,Richmond,RICH-4,VATI,"-76,56322","37,88118",NULL,NULL,no,Unserved,RICH-4 Normalized,1081
2870 OAKLAND RD,"2870 Oakland Rd, Farnham, VA 22460-2508, United States",2870,Oakland Rd,Farnham,VA,22460-2508,Richmond,RICH-4,"VATI,RDOF","-76,57443","37,90287",NULL,NULL,no,Unserved,RICH-4 Normalized,1082
2831 OAKLAND RD,"2831 Oakland Rd, Farnham, VA 22460-2508, United States",2831,Oakland Rd,Farnham,VA,22460-2508,Richmond,RICH-4,VATI,"-76,57526","37,9034",NULL,NULL,no,Unserved,RICH-4 Normalized,1083
2792 OAKLAND RD,"2792 Oakland Rd, Farnham, VA 22460-2518, United States",2792,Oakland Rd,Farnham,VA,22460-2518,Richmond,RICH-4,"VATI,RDOF","-76,57574","37,90269",NULL,NULL,no,Unserved,RICH-4 Normalized,1084
2830 OAKLAND RD,"2830 Oakland Rd, Farnham, VA 22460-2508, United States",2830,Oakland Rd,Farnham,VA,22460-2508,Richmond,RICH-4,"VATI,RDOF","-76,57521","37,90283",NULL,NULL,no,Unserved,RICH-4 Normalized,1085
2758 OAKLAND RD,"2758 Oakland Rd, Farnham, VA 22460-2518, United States",2758,Oakland Rd,Farnham,VA,22460-2518,Richmond,RICH-4,"VATI,RDOF","-76,57635","37,90251",NULL,NULL,no,Unserved,RICH-4 Normalized,1086
2912 OAKLAND RD,"2912 Oakland Rd, Farnham, VA 22460-2519, United States",2912,Oakland Rd,Farnham,VA,22460-2519,Richmond,RICH-4,"VATI,RDOF","-76,57396","37,90253",NULL,NULL,no,Unserved,RICH-4 Normalized,1087
2732 OAKLAND RD,"2732 Oakland Rd, Farnham, VA 22460-2518, United States",2732,Oakland Rd,Farnham,VA,22460-2518,Richmond,RICH-4,"VATI,RDOF","-76,57689","37,90263",NULL,NULL,no,Unserved,RICH-4 Normalized,1088
2457 LUTTRELLVILLE LN,"2457 Luttrellville Ln, Farnham, VA 22460-3037, United States",2457,Luttrellville Ln,Farnham,VA,22460-3037,Richmond,RICH-4,VATI,"-76,59488","37,92887",NULL,NULL,no,Unserved,RICH-4 Normalized,1089
2409 LUTTRELLVILLE LN,"2409 Luttrellville Ln, Farnham, VA 22460-3037, United States",2409,Luttrellville Ln,Farnham,VA,22460-3037,Richmond,RICH-4,VATI,"-76,59527","37,92795",NULL,NULL,no,Unserved,RICH-4 Normalized,1090
2331 LUTTRELLVILLE LN,"2331 Luttrellville Ln, Farnham, VA 22460-3035, United States",2331,Luttrellville Ln,Farnham,VA,22460-3035,Richmond,RICH-4,VATI,"-76,59479","37,92675",NULL,NULL,no,Unserved,RICH-4 Normalized,1091
2229 LUTTRELLVILLE LN,"2229 Luttrellville Ln, Farnham, VA 22460-3039, United States",2229,Luttrellville Ln,Farnham,VA,22460-3039,Richmond,RICH-4,VATI,"-76,59432","37,92598",NULL,NULL,no,Unserved,RICH-4 Normalized,1092
2203 LUTTRELLVILLE LN,"2203 Luttrellville Ln, Farnham, VA 22460-3039, United States",2203,Luttrellville Ln,Farnham,VA,22460-3039,Richmond,RICH-4,VATI,"-76,59382","37,92474",NULL,NULL,no,Unserved,RICH-4 Normalized,1093
2525 LUTTRELLVILLE LN,"2525 Luttrellville Ln, Farnham, VA 22460-3005, United States",2525,Luttrellville Ln,Farnham,VA,22460-3005,Richmond,RICH-4,VATI,"-76,59377","37,92994",NULL,NULL,no,Unserved,RICH-4 Normalized,1094
2500 LUTTRELLVILLE LN,"2500 Luttrellville Ln, Farnham, VA 22460-3005, United States",2500,Luttrellville Ln,Farnham,VA,22460-3005,Richmond,RICH-4,VATI,"-76,59221","37,92913",NULL,NULL,no,Unserved,RICH-4 Normalized,1095
1447 QUINTON OAK LN,"1447 Quinton Oak Ln, Farnham, VA 22460, United States",1447,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,56829","37,88496",NULL,NULL,no,Unserved,RICH-4 Normalized,1096
1336 QUINTON OAK LN,"1336 Quinton Oak Ln, Farnham, VA 22460, United States",1336,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,VATI,"-76,56659","37,88306",NULL,NULL,no,Unserved,RICH-4 Normalized,1097
1305 QUINTON OAK LN,"1305 Quinton Oak Ln, Farnham, VA 22460, United States",1305,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,568","37,88295",NULL,NULL,no,Unserved,RICH-4 Normalized,1098
1340 QUINTON OAK LN,"1340 Quinton Oak Ln, Farnham, VA 22460, United States",1340,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,VATI,"-76,56681","37,88331",NULL,NULL,no,Unserved,RICH-4 Normalized,1099
1390 QUINTON OAK LN,"1390 Quinton Oak Ln, Farnham, VA 22460, United States",1390,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,VATI,"-76,5661","37,88421",NULL,NULL,no,Unserved,RICH-4 Normalized,1100
1167 QUINTON OAK LN,"1167 Quinton Oak Ln, Farnham, VA 22460, United States",1167,Quinton Oak Ln,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,56992","37,88155",NULL,NULL,no,Unserved,RICH-4 Normalized,1101
4602 RIDGE RD,"4602 Ridge Rd, Farnham, VA 22473-4805, United States",4602,Ridge Rd,Farnham,VA,22473-4805,Richmond,RICH-4,VATI,"-76,54486","37,90295",NULL,NULL,no,Unserved,RICH-4 Normalized,1102
3741 OAKLAND RD,"3741 Oakland Rd, Farnham, VA 22460-2414, United States",3741,Oakland Rd,Farnham,VA,22460-2414,Richmond,RICH-4,NULL,"-76,56025","37,90894",NULL,NULL,no,Unserved,RICH-4 Normalized,1103
3655 OAKLAND RD,"3655 Oakland Rd, Farnham, VA 22460-2415, United States",3655,Oakland Rd,Farnham,VA,22460-2415,Richmond,RICH-4,VATI,"-76,56255","37,90879",NULL,NULL,no,Unserved,RICH-4 Normalized,1104
3531 OAKLAND RD,"3531 Oakland Rd, Farnham, VA 22460-2416, United States",3531,Oakland Rd,Farnham,VA,22460-2416,Richmond,RICH-4,VATI,"-76,56498","37,90981",NULL,NULL,no,Unserved,RICH-4 Normalized,1105
4753 CANAL RD,"4753 Canal Rd, Farnham, VA 22460-2815, United States",4753,Canal Rd,Farnham,VA,22460-2815,Richmond,RICH-4,NULL,"-76,61867","37,94319",NULL,NULL,no,Unserved,RICH-4 Normalized,1106
573 OAKLAND RD,"573 Oakland Rd, Farnham, VA 22460, United States",573,Oakland Rd,Farnham,VA,22460,Richmond,RICH-4,VATI,"-76,60477","37,89092",NULL,NULL,no,Unserved,RICH-4 Normalized,1107
251 MOORES MILL RD,"251 Moores Mill Rd, Farnham, VA 22460, United States",251,Moores Mill Rd,Farnham,VA,22460,Richmond,RICH-4,"VATI,RDOF","-76,63356","37,92102",NULL,NULL,no,Unserved,RICH-4 Normalized,1108
"4841 HISTORY LAND HWY, RICHMOND COUNTY","4841 HISTORY LAND HWY, FARNHAM, VA 22460-2650, UNITED STATES",4841,HISTORY LAND HWY,FARNHAM,VA,22460-2650,RICHMOND,RICH-5,VATI,"-76,62452","37,87864",NULL,NULL,NULL,Unserved,RICH 5,1109
